ID,Fleet,Status,GrossAmount,TripAdjusted,DiscountApplied,ExistingPassenger
338231,Discount Cab,Cancelled,0,No,,
338230,Discount Cab,Cancelled,0,No,,
338229,RideShare,Meter Off,11,No,0,Yes
338228,Discount Cab,Meter Off,10,No,0,Yes
338227,Cab,Meter Off,0,No,55,Yes
338226,Discount Cab,Meter Off,5,No,10,No
338225,Discount Cab,Meter Off,6,No,10,Yes
338224,Discount Cab,Meter Off,9,No,10,No
338223,Discount Cab,Meter Off,20,No,0,Yes
338221,Discount Cab,Unable To Match,0,No,,
338220,Discount Cab,Meter Off,18,No,0,Yes
338219,Discount Cab,Meter Off,15,No,0,Yes
338218,RideShare,Meter Off,0,No,8,Yes
338217,Discount Cab,Meter Off,26,No,0,Yes
338216,Black,Meter Off,0,No,10,Yes
338215,RideShare,Meter Off,23,No,0,Yes
338214,RideShare,Meter Off,12,No,0,Yes
338213,Discount Cab,Meter Off,34,No,0,Yes
338212,Black,Meter Off,0,No,11,Yes
338211,Discount Cab,Meter Off,15,No,10,No
338210,Cab,Meter Off,26,No,0,Yes
338209,Discount Cab,Unable To Auth,0,No,,
338208,Discount Cab,Meter Off,15,No,0,Yes
338207,RideShare,Meter Off,31,No,0,Yes
338206,Discount Cab,Meter Off,5,No,10,No
338205,Discount Cab,Meter Off,140,No,0,Yes
338204,Discount Cab,Meter Off,15,No,0,Yes
338203,RideShare,Cancelled,0,No,,
338202,RideShare,Cancelled,0,No,,
338201,RideShare,Cancelled,0,No,,
338200,Black,Unable To Match,0,No,,
338199,Discount Cab,Unable To Match,0,No,,
338198,Discount Cab,Meter Off,13,No,0,Yes
338197,RideShare,Meter Off,28,No,0,Yes
338196,Discount Cab,Meter Off,20,No,0,Yes
338195,Discount Cab,Meter Off,11,No,0,Yes
338194,Discount Cab,Meter Off,17,No,0,Yes
338193,Discount Cab,Cancelled,0,No,,
338192,RideShare,Meter Off,6,No,10,No
338191,Discount Cab,Meter Off,6,No,20,No
338190,Black,Cancelled,0,No,,
338189,Discount Cab,Meter Off,37,No,0,Yes
338188,Discount Cab,Meter Off,52,No,0,Yes
338187,RideShare,Cancelled,0,No,,
338186,Discount Cab,Meter Off,9,No,0,Yes
338185,Discount Cab,Cancelled,0,No,,
338184,Discount Cab,Unable To Match,0,No,,
338183,Discount Cab,Unable To Match,0,No,,
338182,Discount Cab,Meter Off,30,No,0,Yes
338181,Discount Cab,Meter Off,3,No,10,No
338180,Discount Cab,Meter Off,39,No,0,Yes
338179,RideShare,Meter Off,16,No,0,Yes
338178,Discount Cab,Meter Off,14,No,0,Yes
338177,RideShare,Meter Off,14,No,0,Yes
338176,RideShare,Meter Off,9,No,0,Yes
338175,Discount Cab,Meter Off,27,No,0,Yes
338174,Discount Cab,Cancelled,0,No,,
338173,Discount Cab,Meter Off,111,No,0,Yes
338172,Discount Cab,Cancelled,0,No,,
338171,Discount Cab,Meter Off,14,No,10,Yes
338170,RideShare,Meter Off,31,No,0,Yes
338169,Discount Cab,Meter Off,16,No,0,Yes
338168,Discount Cab,Meter Off,51,No,0,Yes
338167,Discount Cab,Meter Off,21,No,0,Yes
338166,Cab,Meter Off,0,No,61,Yes
338165,Discount Cab,Meter Off,18,No,0,Yes
338164,Black,Meter Off,0,No,27,Yes
338163,Cab,Cancelled,0,Yes,,
338162,RideShare,Cancelled,10,No,,
338161,RideShare,Unable To Match,0,No,,
338160,Discount Cab,Meter Off,16,No,0,Yes
338159,RideShare,Meter Off,6,No,0,Yes
338158,RideShare,Meter Off,8,No,0,Yes
338157,Discount Cab,Meter Off,3,No,10,Yes
338156,Discount Cab,Meter Off,28,No,0,Yes
338155,RideShare,Meter Off,6,No,0,Yes
338154,Cab,Cancelled,0,No,,
338153,Cab,Cancelled,0,No,,
338152,RideShare,Meter Off,6,No,0,Yes
338151,Discount Cab,Meter Off,17,No,0,Yes
338150,SUV,Meter Off,0,No,75,Yes
338149,Discount Cab,Meter Off,39,No,0,Yes
338148,Discount Cab,Meter Off,17,Yes,10,No
338147,RideShare,Unable To Auth,0,No,,
338146,Discount Cab,Meter Off,22,No,0,Yes
338145,Discount Cab,Cancelled,10,No,,
338144,Discount Cab,Meter Off,25,No,0,Yes
338143,RideShare,Meter Off,0,No,10,Yes
338142,Discount Cab,Meter Off,0,No,18,No
338141,Discount Cab,Unable To Match,0,No,,
338140,Discount Cab,Meter Off,43,No,0,Yes
338139,Discount Cab,Cancelled,10,No,,
338138,RideShare,Meter Off,16,No,0,Yes
338137,Discount Cab,Meter Off,46,No,0,Yes
338136,Discount Cab,Cancelled,0,No,,
338135,Discount Cab,Meter Off,36,No,0,Yes
338134,Discount Cab,Meter Off,1,No,9,Yes
338133,RideShare,Meter Off,1,No,10,Yes
338132,Discount Cab,Meter Off,17,No,0,Yes
338131,Discount Cab,Unable To Auth,0,No,,
338130,Discount Cab,Meter Off,19,No,6,Yes
338129,Discount Cab,Meter Off,21,No,0,Yes
338128,RideShare,Meter Off,9,No,0,Yes
338127,Discount Cab,Meter Off,9,No,10,Yes
338126,Discount Cab,Meter Off,12,No,0,Yes
338125,Discount Cab,Meter Off,12,No,0,Yes
338124,Discount Cab,Meter Off,12,No,10,No
338123,Discount Cab,Unable To Auth,0,No,,
338122,Discount Cab,Unable To Auth,0,No,,
338121,RideShare,Meter Off,6,No,0,Yes
338120,Discount Cab,Meter Off,11,No,0,Yes
338119,Discount Cab,Meter Off,21,No,0,Yes
338118,Discount Cab,Meter Off,39,No,0,Yes
338117,Discount Cab,Meter Off,15,No,10,No
338116,Discount Cab,Meter Off,24,No,0,Yes
338115,Black,Cancelled,0,No,,
338114,Black,Cancelled,10,No,,
338113,Discount Cab,Meter Off,5,No,10,No
338112,Black,Cancelled,0,No,,
338111,Discount Cab,Meter Off,32,No,0,Yes
338110,Discount Cab,Meter Off,25,No,0,Yes
338109,Discount Cab,Meter Off,24,No,0,Yes
338108,Discount Cab,Meter Off,16,No,0,Yes
338107,Discount Cab,Meter Off,4,No,10,No
338106,RideShare,Meter Off,13,No,0,Yes
338105,Discount Cab,Meter Off,36,No,0,Yes
338104,Discount Cab,Cancelled,0,No,,
338103,Discount Cab,Meter Off,6,No,10,Yes
338102,RideShare,Cancelled,10,No,,
338101,RideShare,Unable To Auth,0,No,,
338100,Discount Cab,Meter Off,15,No,0,Yes
338099,Discount Cab,Meter Off,10,No,0,Yes
338098,Black,Meter Off,0,No,63,Yes
338097,Discount Cab,Meter Off,0,No,8,Yes
338096,Discount Cab,Unable To Match,0,No,,
338095,RideShare,Meter Off,7,No,0,Yes
338094,Discount Cab,Meter Off,15,No,0,Yes
338093,Discount Cab,Meter Off,25,No,0,Yes
338092,Discount Cab,Meter Off,12,No,0,Yes
338091,Discount Cab,Meter Off,9,No,10,Yes
338090,Discount Cab,Cancelled,0,Yes,,
338089,Discount Cab,Meter Off,28,No,0,Yes
338088,Discount Cab,Meter Off,43,No,0,Yes
338087,Black,Meter Off,0,No,10,Yes
338086,Discount Cab,Meter Off,18,No,10,Yes
338085,Discount Cab,Meter Off,13,No,0,Yes
338084,Discount Cab,Cancelled,0,Yes,,
338083,Discount Cab,Meter Off,6,No,2,Yes
338082,Discount Cab,Cancelled,0,No,,
338081,RideShare,Timed Out (Enroute),0,No,,
338080,RideShare,Meter Off,21,No,7,Yes
338079,Discount Cab,Meter Off,0,No,20,No
338078,Discount Cab,Meter Off,13,No,10,Yes
338077,RideShare,Cancelled,0,No,,
338076,Discount Cab,Meter Off,28,No,0,Yes
338075,RideShare,Cancelled,10,No,,
338074,Discount Cab,Meter Off,24,No,0,Yes
338073,Discount Cab,Meter Off,21,No,10,Yes
338072,RideShare,Meter Off,20,No,0,Yes
338071,Discount Cab,Meter Off,3,No,10,No
338070,Black,Meter Off,0,No,18,Yes
338069,Discount Cab,Meter Off,3,Yes,10,No
338068,RideShare,Cancelled,0,No,,
338067,Discount Cab,Unable To Match,0,No,,
338066,Discount Cab,Meter Off,24,No,0,Yes
338065,RideShare,Cancelled,0,No,,
338064,Discount Cab,Unable To Match,0,No,,
338063,Discount Cab,Cancelled,0,No,,
338062,Discount Cab,Cancelled,0,No,,
338061,Discount Cab,Unable To Match,0,No,,
338060,Discount Cab,Cancelled,0,No,,
338059,Discount Cab,Cancelled,0,No,,
338058,Discount Cab,Meter Off,7,No,10,No
338057,Discount Cab,Meter Off,19,No,10,No
338056,Discount Cab,Meter Off,20,No,10,No
338055,Discount Cab,Cancelled,0,No,,
338054,Black,Meter Off,0,No,16,Yes
338053,Discount Cab,Unable To Auth,0,No,,
338052,Discount Cab,Cancelled,0,No,,
338051,RideShare,Unable To Auth,0,No,,
338050,Discount Cab,Meter Off,18,No,0,Yes
338049,Discount Cab,Meter Off,15,No,0,Yes
338048,Discount Cab,Unable To Auth,0,No,,
338047,Discount Cab,Meter Off,9,No,0,Yes
338046,Discount Cab,Meter Off,15,No,0,Yes
338045,Discount Cab,Meter Off,13,No,0,Yes
338044,Discount Cab,Meter Off,41,No,0,Yes
338043,Discount Cab,Meter Off,15,No,0,Yes
338042,RideShare,Meter Off,6,No,10,Yes
338041,Discount Cab,Meter Off,29,No,0,Yes
338040,Discount Cab,Unable To Match,0,No,,
338039,Discount Cab,Meter Off,19,No,0,Yes
338038,Discount Cab,Meter Off,15,No,0,Yes
338037,Discount Cab,Meter Off,13,No,0,Yes
338036,Discount Cab,Meter Off,19,No,0,Yes
338035,RideShare,Meter Off,9,No,0,Yes
338034,Discount Cab,Meter Off,10,No,0,Yes
338033,Discount Cab,Meter Off,24,No,0,Yes
338032,Discount Cab,Meter Off,13,Yes,10,No
338031,Black,Meter Off,0,No,65,Yes
338030,Discount Cab,Meter Off,26,No,0,Yes
338029,Discount Cab,Meter Off,14,No,0,Yes
338028,Discount Cab,Meter Off,15,No,0,Yes
338026,Discount Cab,Meter Off,23,No,0,Yes
338025,Discount Cab,Meter Off,19,No,10,Yes
338024,Discount Cab,Meter Off,29,No,0,Yes
338023,RideShare,Meter Off,15,No,0,Yes
338022,Discount Cab,Meter Off,52,Yes,0,Yes
338021,Discount Cab,Unable To Auth,0,No,,
338020,Discount Cab,Cancelled,0,No,,
338019,Discount Cab,Meter Off,6,Yes,10,Yes
338018,Discount Cab,Meter Off,27,No,0,Yes
338017,Discount Cab,Meter Off,9,No,10,Yes
338016,Discount Cab,Meter Off,27,No,0,Yes
338015,Discount Cab,Meter Off,15,No,0,Yes
338014,Discount Cab,Unable To Auth,0,No,,
338013,Discount Cab,Unable To Auth,0,No,,
338012,Discount Cab,Unable To Auth,0,No,,
338011,Discount Cab,Unable To Auth,0,No,,
338010,Discount Cab,Unable To Auth,0,No,,
338009,RideShare,Meter Off,13,No,0,Yes
338008,Discount Cab,Meter Off,11,No,10,No
338007,RideShare,Meter Off,3,No,10,Yes
338006,Black,Meter Off,0,No,13,Yes
338005,Discount Cab,Meter Off,3,No,10,Yes
338004,Discount Cab,Unable To Auth,0,No,,
338003,Discount Cab,Meter Off,11,No,0,Yes
338002,Discount Cab,Meter Off,19,No,0,Yes
338001,Black,Meter Off,0,No,48,Yes
338000,RideShare,Meter Off,54,No,0,Yes
337999,Discount Cab,Meter Off,27,No,0,Yes
337998,RideShare,Meter Off,0,No,10,No
337997,RideShare,Meter Off,19,No,0,Yes
337996,Discount Cab,Meter Off,0,No,18,No
337995,RideShare,Unable To Match,0,No,,
337994,RideShare,Cancelled,10,No,,
337993,Discount Cab,Cancelled,0,No,,
337992,Discount Cab,Cancelled,0,No,,
337991,Discount Cab,Meter Off,60,No,0,Yes
337990,Discount Cab,Meter Off,22,No,10,No
337989,Discount Cab,Unable To Auth,0,No,,
337988,Discount Cab,Meter Off,78,No,0,Yes
337987,Discount Cab,Unable To Auth,0,No,,
337986,Discount Cab,Meter Off,12,No,0,Yes
337985,Discount Cab,Meter Off,9,No,0,Yes
337984,RideShare,Meter Off,10,No,0,Yes
337983,Discount Cab,Meter Off,4,No,10,Yes
337982,Discount Cab,Meter Off,15,No,10,Yes
337981,RideShare,Cancelled,10,No,,
337980,Cab,Meter Off,0,No,11,Yes
337979,Discount Cab,Meter Off,20,No,0,Yes
337978,RideShare,Cancelled,10,No,,
337977,RideShare,Meter Off,18,No,0,Yes
337976,Discount Cab,Cancelled,0,No,,
337975,Discount Cab,Meter Off,6,No,10,Yes
337974,RideShare,Meter Off,27,No,0,Yes
337973,RideShare,Meter Off,10,No,0,Yes
337972,Discount Cab,Meter Off,38,No,10,No
337971,Discount Cab,Meter Off,14,No,0,Yes
337970,Discount Cab,Cancelled,0,No,,
337969,Discount Cab,Unable To Match,0,No,,
337968,Discount Cab,Meter Off,15,No,0,Yes
337967,RideShare,Cancelled,0,No,,
337966,Discount Cab,Unable To Auth,0,No,,
337965,RideShare,Meter Off,14,No,0,Yes
337964,RideShare,Meter Off,0,No,6,No
337963,Discount Cab,Meter Off,11,No,10,Yes
337962,Discount Cab,Meter Off,21,No,10,No
337961,Discount Cab,Meter Off,11,No,10,No
337960,Discount Cab,Cancelled,10,No,,
337959,Black,Meter Off,0,No,84,Yes
337958,Discount Cab,Meter Off,14,No,0,Yes
337957,Discount Cab,Meter Off,13,No,0,Yes
337956,RideShare,Cancelled,0,No,,
337955,Discount Cab,Unable To Auth,0,No,,
337954,Discount Cab,Unable To Auth,0,No,,
337953,Discount Cab,Unable To Auth,0,No,,
337952,RideShare,Meter Off,2,No,10,Yes
337951,RideShare,Meter Off,17,No,0,Yes
337950,Discount Cab,Unable To Auth,0,No,,
337949,RideShare,Meter Off,9,Yes,0,Yes
337948,Discount Cab,Unable To Auth,0,No,,
337947,RideShare,Unable To Auth,0,No,,
337946,RideShare,Unable To Auth,0,No,,
337945,Discount Cab,Meter Off,4,No,10,No
337944,Discount Cab,Meter Off,12,No,10,Yes
337943,Discount Cab,Meter Off,19,No,10,No
337942,RideShare,Unable To Match,0,No,,
337941,Cab,Meter Off,0,No,17,Yes
337940,RideShare,Meter Off,19,No,0,Yes
337939,RideShare,Unable To Auth,0,No,,
337938,Discount Cab,Meter Off,3,No,10,Yes
337937,Discount Cab,Unable To Match,0,No,,
337936,Discount Cab,Meter Off,25,No,0,Yes
337933,Discount Cab,Meter Off,28,No,0,Yes
337932,Discount Cab,Meter Off,7,Yes,9,Yes
337931,RideShare,Unable To Match,0,No,,
337930,RideShare,Meter Off,9,No,0,Yes
337927,Discount Cab,Meter Off,28,No,10,Yes
337926,Discount Cab,Meter Off,21,No,0,Yes
337925,Discount Cab,Unable To Auth,0,No,,
337924,Discount Cab,Cancelled,0,No,,
337923,RideShare,Meter Off,23,Yes,0,Yes
337922,Discount Cab,Meter Off,16,No,0,Yes
337921,Discount Cab,Unable To Match,0,No,,
337920,Discount Cab,Meter Off,12,No,0,Yes
337919,Black,Meter Off,0,No,17,Yes
337918,Discount Cab,Cancelled,0,No,,
337917,RideShare,Cancelled,10,No,,
337916,Black,Meter Off,0,No,42,Yes
337915,Black,Cancelled,0,No,,
337914,RideShare,Meter Off,19,No,0,Yes
337913,Discount Cab,Meter Off,36,No,0,Yes
337912,Discount Cab,Meter Off,22,No,0,Yes
337911,Discount Cab,Meter Off,23,No,0,Yes
337910,Discount Cab,Meter Off,10,No,0,Yes
337909,Discount Cab,Meter Off,4,No,10,No
337908,Discount Cab,Meter Off,25,No,0,Yes
337907,Discount Cab,Meter Off,38,No,0,Yes
337906,Discount Cab,Meter Off,3,No,10,No
337905,Discount Cab,Meter Off,14,No,0,Yes
337904,Discount Cab,Cancelled,10,No,,
337903,Discount Cab,Meter Off,9,No,0,Yes
337902,Discount Cab,Meter Off,19,No,0,Yes
337901,RideShare,Meter Off,10,No,0,Yes
337900,RideShare,Meter Off,26,Yes,0,Yes
337899,Discount Cab,Meter Off,9,No,0,Yes
337898,Discount Cab,Meter Off,7,No,10,Yes
337897,RideShare,Cancelled,0,No,,
337896,Discount Cab,Cancelled,0,No,,
337895,Discount Cab,Cancelled,0,No,,
337894,RideShare,Cancelled,0,No,,
337893,Discount Cab,Unable To Auth,0,No,,
337892,RideShare,Cancelled,0,No,,
337891,Discount Cab,Meter Off,46,No,0,Yes
337890,Discount Cab,Meter Off,17,No,0,Yes
337889,Discount Cab,Meter Off,10,No,0,Yes
337888,RideShare,Meter Off,23,No,0,Yes
337887,Discount Cab,Meter Off,9,No,10,No
337886,Discount Cab,Cancelled,0,No,,
337885,RideShare,Meter Off,14,No,0,Yes
337884,Discount Cab,Meter Off,21,No,0,Yes
337883,Discount Cab,Meter Off,20,No,0,Yes
337882,Discount Cab,Cancelled,0,No,,
337881,Discount Cab,Meter Off,3,No,10,No
337880,Discount Cab,Meter Off,5,No,10,No
337879,Discount Cab,Cancelled,0,No,,
337878,Discount Cab,Meter Off,8,No,10,Yes
337877,Discount Cab,Meter Off,15,No,0,Yes
337876,Cab,Unable To Auth,0,No,,
337875,RideShare,Meter Off,0,No,6,Yes
337874,Discount Cab,Meter Off,3,No,20,No
337873,Discount Cab,Unable To Match,0,No,,
337872,Discount Cab,Meter Off,35,No,0,Yes
337871,Black,Meter Off,0,No,70,Yes
337870,RideShare,Unable To Match,0,No,,
337869,Discount Cab,Meter Off,20,No,0,Yes
337868,Discount Cab,Meter Off,28,No,10,No
337867,RideShare,Meter Off,25,No,0,Yes
337866,RideShare,Meter Off,17,No,0,Yes
337865,Discount Cab,Meter Off,4,No,10,Yes
337863,RideShare,Meter Off,11,No,0,Yes
337862,Discount Cab,Meter Off,0,No,20,No
337861,Discount Cab,Meter Off,2,No,20,Yes
337860,Discount Cab,Cancelled,0,No,,
337859,Discount Cab,Meter Off,31,No,0,Yes
337858,Discount Cab,Meter Off,158,No,0,Yes
337857,Discount Cab,Cancelled,10,No,,
337856,Discount Cab,Cancelled,10,No,,
337855,RideShare,Unable To Auth,0,No,,
337854,Black,Unable To Match,0,No,,
337853,Discount Cab,Cancelled,0,No,,
337852,Discount Cab,Meter Off,19,No,0,Yes
337851,Discount Cab,Meter Off,14,No,10,Yes
337850,RideShare,Meter Off,8,No,0,Yes
337849,RideShare,Unable To Auth,0,No,,
337848,RideShare,Cancelled,0,No,,
337847,Cab,Unable To Match,0,No,,
337846,Cab,Unable To Match,0,No,,
337845,Discount Cab,Meter Off,9,No,0,Yes
337844,Black,Unable To Match,0,No,,
337843,RideShare,Cancelled,0,Yes,,
337842,RideShare,Meter Off,13,No,0,Yes
337841,RideShare,Unable To Auth,0,No,,
337840,Cab,Cancelled,0,No,,
337839,Discount Cab,Meter Off,17,No,0,Yes
337838,Discount Cab,Meter Off,11,No,0,Yes
337837,RideShare,Meter Off,3,No,10,No
337836,Discount Cab,Cancelled,0,No,,
337835,Discount Cab,Meter Off,26,No,0,Yes
337834,RideShare,Cancelled,0,No,,
337833,RideShare,Cancelled,0,No,,
337832,Discount Cab,Meter Off,3,No,10,Yes
337831,RideShare,Meter Off,23,No,0,Yes
337830,Discount Cab,Meter Off,33,No,0,Yes
337829,RideShare,Meter Off,8,No,0,Yes
337828,Black,Meter Off,0,No,52,Yes
337827,Discount Cab,Meter Off,19,No,10,No
337826,Black,Cancelled,0,No,,
337825,Discount Cab,Meter Off,13,No,0,Yes
337824,Discount Cab,Meter Off,34,No,0,Yes
337823,Discount Cab,Cancelled,10,No,,
337822,Discount Cab,Cancelled,10,No,,
337821,RideShare,Unable To Auth,0,No,,
337820,Discount Cab,Meter Off,0,No,10,No
337819,Discount Cab,Unable To Match,0,No,,
337818,RideShare,Meter Off,10,No,0,Yes
337817,Discount Cab,Meter Off,30,No,0,Yes
337816,Discount Cab,Cancelled,0,No,,
337815,Discount Cab,Meter Off,12,No,0,Yes
337814,Discount Cab,Meter Off,36,No,0,Yes
337813,Discount Cab,Meter Off,10,No,0,Yes
337812,Discount Cab,Meter Off,25,No,0,Yes
337811,Black,Meter Off,36,No,10,No
337810,RideShare,Meter Off,13,No,0,Yes
337809,Discount Cab,Meter Off,14,No,0,Yes
337808,Discount Cab,Cancelled,0,No,,
337807,Discount Cab,Cancelled,0,No,,
337806,Discount Cab,Meter Off,16,No,10,No
337805,Discount Cab,Cancelled,0,No,,
337803,Discount Cab,Meter Off,46,No,0,Yes
337802,Black,Meter Off,0,No,48,Yes
337801,RideShare,Meter Off,8,No,0,Yes
337800,Discount Cab,Meter Off,12,No,0,Yes
337799,Discount Cab,Meter Off,9,No,0,Yes
337798,Discount Cab,Meter Off,0,No,9,Yes
337797,Discount Cab,Unable To Auth,0,No,,
337796,RideShare,Meter Off,11,No,0,Yes
337795,Discount Cab,Meter Off,54,No,0,Yes
337794,Discount Cab,Meter Off,8,No,10,Yes
337793,RideShare,Meter Off,10,No,0,Yes
337792,Discount Cab,Cancelled,10,No,,
337791,RideShare,Cancelled,0,No,,
337790,Discount Cab,Unable To Auth,0,No,,
337789,Discount Cab,Unable To Auth,0,No,,
337788,Discount Cab,Meter Off,64,No,0,Yes
337787,Discount Cab,Meter Off,10,No,0,Yes
337786,Discount Cab,Cancelled,0,No,,
337785,RideShare,Meter Off,11,No,0,Yes
337784,Discount Cab,Unable To Auth,0,No,,
337783,Discount Cab,Meter Off,0,No,17,No
337782,Discount Cab,Meter Off,9,No,10,No
337781,Discount Cab,Meter Off,10,No,0,Yes
337780,Discount Cab,Meter Off,0,No,17,Yes
337779,Discount Cab,Cancelled,10,No,,
337778,RideShare,Meter Off,85,No,0,Yes
337777,Discount Cab,Meter Off,12,No,0,Yes
337776,Discount Cab,Meter Off,27,No,0,Yes
337775,Discount Cab,Meter Off,18,No,0,Yes
337774,Discount Cab,Meter Off,19,No,10,No
337773,RideShare,Meter Off,8,No,0,Yes
337772,Discount Cab,Meter Off,0,No,17,No
337771,Discount Cab,Unable To Auth,0,No,,
337770,Discount Cab,Meter Off,12,No,20,No
337769,Discount Cab,Meter Off,8,No,10,No
337768,RideShare,Meter Off,14,No,0,Yes
337767,RideShare,Meter Off,0,No,8,Yes
337764,Discount Cab,Meter Off,0,No,12,Yes
337763,Discount Cab,Meter Off,0,No,10,Yes
337762,Discount Cab,Meter Off,9,No,0,Yes
337761,RideShare,Meter Off,11,No,0,Yes
337760,Discount Cab,Meter Off,20,No,0,Yes
337759,Discount Cab,Meter Off,10,No,0,Yes
337758,RideShare,Meter Off,10,No,0,Yes
337757,Cab,Meter Off,19,No,20,No
337756,Discount Cab,Meter Off,52,No,0,Yes
337755,Discount Cab,Meter Off,14,No,0,Yes
337754,Discount Cab,Meter Off,27,No,0,Yes
337753,Discount Cab,Meter Off,15,No,0,Yes
337752,Discount Cab,Meter Off,10,No,0,Yes
337751,Discount Cab,Meter Off,18,No,0,Yes
337750,Cab,Meter Off,0,No,20,Yes
337749,Discount Cab,Meter Off,27,No,0,Yes
337748,Discount Cab,Meter Off,13,No,0,Yes
337747,Discount Cab,Meter Off,17,Yes,0,Yes
337746,Discount Cab,Meter Off,33,No,0,Yes
337745,Discount Cab,Meter Off,12,No,0,Yes
337744,Discount Cab,Cancelled,10,No,,
337743,Discount Cab,Cancelled,0,Yes,,
337742,Discount Cab,Cancelled,0,Yes,,
337741,Discount Cab,Meter Off,22,No,0,Yes
337740,Discount Cab,Meter Off,39,No,13,No
337739,Discount Cab,Meter Off,27,No,0,Yes
337738,Discount Cab,Meter Off,32,No,0,Yes
337737,Discount Cab,Meter Off,21,No,0,Yes
337736,Discount Cab,Meter Off,11,No,10,Yes
337735,Discount Cab,Meter Off,24,No,6,No
337734,RideShare,Meter Off,9,No,0,Yes
337733,RideShare,Cancelled,0,No,,
337732,Discount Cab,Meter Off,20,No,0,Yes
337731,Discount Cab,Meter Off,16,No,0,Yes
337730,Discount Cab,Unable To Auth,0,No,,
337729,Discount Cab,Meter Off,6,No,10,No
337728,RideShare,Meter Off,11,No,0,Yes
337727,Discount Cab,Cancelled,0,No,,
337726,RideShare,Unable To Auth,0,No,,
337725,RideShare,Meter Off,12,No,0,Yes
337724,RideShare,Meter Off,31,No,0,Yes
337723,RideShare,Meter Off,34,No,11,Yes
337722,RideShare,Cancelled,10,No,,
337721,Discount Cab,Unable To Auth,0,No,,
337720,Discount Cab,Meter Off,19,No,20,Yes
337719,Discount Cab,Meter Off,10,No,0,Yes
337718,Discount Cab,Meter Off,37,No,0,Yes
337717,Discount Cab,Meter Off,17,No,5,Yes
337716,Discount Cab,Meter Off,16,No,0,Yes
337715,Discount Cab,Cancelled,10,No,,
337714,Discount Cab,Unable To Auth,0,No,,
337713,Discount Cab,Meter Off,0,No,10,No
337712,Discount Cab,Meter Off,10,No,0,Yes
337711,Discount Cab,Meter Off,18,No,0,Yes
337710,Discount Cab,Meter Off,46,No,0,Yes
337709,Discount Cab,Meter Off,3,No,20,Yes
337708,RideShare,Meter Off,6,No,0,Yes
337707,Discount Cab,Cancelled,0,No,,
337706,Discount Cab,Unable To Match,0,No,,
337705,Discount Cab,Unable To Match,0,No,,
337704,Discount Cab,Meter Off,11,No,0,Yes
337703,Discount Cab,Cancelled,0,No,,
337702,Discount Cab,Cancelled,0,No,,
337701,Discount Cab,Cancelled,0,No,,
337700,Discount Cab,Meter Off,11,No,0,Yes
337699,Discount Cab,Meter Off,26,No,0,Yes
337698,Discount Cab,Meter Off,33,No,10,No
337697,Discount Cab,Meter Off,12,No,0,Yes
337696,RideShare,Meter Off,7,No,2,Yes
337695,RideShare,Meter Off,0,No,8,Yes
337694,RideShare,Meter Off,8,No,0,Yes
337693,Discount Cab,Meter Off,10,No,0,Yes
337692,Discount Cab,Meter Off,44,No,10,Yes
337691,Discount Cab,Meter Off,14,No,0,Yes
337690,RideShare,Unable To Auth,0,No,,
337689,Discount Cab,Meter Off,0,No,16,No
337688,RideShare,Unable To Auth,0,No,,
337687,Discount Cab,Meter Off,9,No,0,Yes
337685,Discount Cab,Meter Off,5,No,10,Yes
337684,Discount Cab,Unable To Auth,0,No,,
337683,Discount Cab,Meter Off,9,No,0,Yes
337682,Discount Cab,Meter Off,14,No,0,Yes
337681,Discount Cab,Meter Off,10,No,0,Yes
337680,Discount Cab,Meter Off,22,No,0,Yes
337679,Discount Cab,Unable To Auth,0,No,,
337678,Discount Cab,Meter Off,3,No,10,No
337677,Discount Cab,Meter Off,11,No,0,Yes
337676,Discount Cab,Meter Off,63,No,0,Yes
337675,Discount Cab,Cancelled,0,No,,
337674,RideShare,Meter Off,0,No,9,No
337673,RideShare,Unable To Auth,0,No,,
337672,RideShare,Meter Off,12,No,0,Yes
337671,Discount Cab,Unable To Match,0,No,,
337670,Discount Cab,Unable To Match,0,No,,
337669,Discount Cab,Meter Off,26,Yes,10,Yes
337668,Discount Cab,Meter Off,11,No,10,Yes
337667,Discount Cab,Meter Off,11,No,10,No
337666,Discount Cab,Meter Off,13,No,0,Yes
337665,Discount Cab,Meter Off,11,No,20,Yes
337664,Discount Cab,Cancelled,10,No,,
337663,RideShare,Cancelled,0,No,,
337662,Discount Cab,Meter Off,17,No,0,Yes
337661,RideShare,Meter Off,6,No,0,Yes
337660,Discount Cab,Meter Off,45,No,0,Yes
337658,RideShare,Unable To Match,0,No,,
337657,Discount Cab,Meter Off,95,No,0,Yes
337656,Discount Cab,Meter Off,16,No,0,Yes
337655,Discount Cab,Cancelled,10,No,,
337654,RideShare,Cancelled,0,No,,
337653,RideShare,Cancelled,0,No,,
337652,Discount Cab,Meter Off,18,No,0,Yes
337651,RideShare,Meter Off,7,No,0,Yes
337650,Discount Cab,Meter Off,0,Yes,0,Yes
337649,Discount Cab,Meter Off,5,No,10,No
337648,Discount Cab,Unable To Match,0,No,,
337647,Discount Cab,Meter Off,9,No,0,Yes
337646,RideShare,Meter Off,0,No,9,Yes
337645,RideShare,Meter Off,10,Yes,0,Yes
337644,Discount Cab,Meter Off,0,No,10,Yes
337643,Discount Cab,Meter Off,25,No,0,Yes
337642,Discount Cab,Unable To Auth,0,No,,
