ID,Fleet,Status,GrossAmount,TripAdjusted,DiscountApplied,ExistingPassenger
346141,RideShare,Meter Off,22,No,0,Yes
346140,Discount Cab,Meter Off,12,No,0,Yes
346139,RideShare,Unable To Match,0,No,,
346138,Discount Cab,Cancelled,10,No,,
346137,RideShare,Unable To Match,0,No,,
346136,Discount Cab,Meter Off,15,No,0,Yes
346135,Discount Cab,Meter Off,17,No,0,Yes
346134,Discount Cab,Meter Off,16,No,10,Yes
346133,RideShare,Meter Off,15,No,0,Yes
346132,Discount Cab,Cancelled,0,No,,
346131,Discount Cab,Meter Off,12,No,0,Yes
346130,RideShare,Meter Off,8,No,0,Yes
346129,Black,Meter Off,0,No,26,Yes
346128,Discount Cab,Cancelled,10,No,,
346127,Discount Cab,Unable To Match,0,No,,
346126,Discount Cab,Meter Off,21,No,0,Yes
346125,Discount Cab,Cancelled,0,No,,
346124,Discount Cab,Meter Off,31,No,0,Yes
346123,Discount Cab,Meter Off,18,No,0,Yes
346122,Discount Cab,Cancelled,0,No,,
346121,Discount Cab,Unable To Match,0,No,,
346120,Discount Cab,Meter Off,11,No,10,Yes
346119,Discount Cab,Cancelled,0,No,,
346118,Discount Cab,Meter Off,13,No,0,Yes
346117,Discount Cab,Cancelled,0,No,,
346116,RideShare,Meter Off,8,No,0,Yes
346115,Discount Cab,Meter Off,12,No,0,Yes
346114,Accessible Van,Unable To Match,0,No,,
346113,Black,Meter Off,0,No,11,Yes
346112,Discount Cab,Unable To Match,0,No,,
346111,Accessible Van,Unable To Match,0,No,,
346110,RideShare,Cancelled,0,No,,
346109,Discount Cab,Meter Off,0,No,10,Yes
346108,RideShare,Meter Off,6,No,0,Yes
346107,Discount Cab,Meter Off,13,No,0,Yes
346106,Discount Cab,Meter Off,51,No,0,Yes
346105,RideShare,Cancelled,0,No,,
346104,Discount Cab,Cancelled,0,No,,
346103,RideShare,Cancelled,0,No,,
346102,Discount Cab,Unable To Match,0,No,,
346101,RideShare,Unable To Match,0,No,,
346100,Discount Cab,Cancelled,0,No,,
346099,Discount Cab,Unable To Match,0,No,,
346098,SUV,Meter Off,0,No,79,Yes
346097,RideShare,Unable To Auth,0,No,,
346096,Discount Cab,Meter Off,25,No,0,Yes
346095,Discount Cab,Meter Off,0,No,9,Yes
346094,Discount Cab,Meter Off,16,No,0,Yes
346093,Discount Cab,Meter Off,27,No,0,Yes
346092,Discount Cab,Cancelled,0,No,,
346091,Discount Cab,Meter Off,19,No,0,Yes
346090,Discount Cab,Unable To Match,0,No,,
346089,Discount Cab,Meter Off,18,No,0,Yes
346088,Discount Cab,Meter Off,0,No,10,Yes
346087,Discount Cab,Cancelled,10,No,,
346086,Discount Cab,Meter Off,6,No,10,Yes
346085,Discount Cab,Meter Off,15,No,0,Yes
346084,Discount Cab,Meter Off,2,No,10,Yes
346083,RideShare,Meter Off,11,No,0,Yes
346082,Discount Cab,Meter Off,13,No,0,Yes
346081,Discount Cab,Meter Off,29,No,0,Yes
346080,Discount Cab,Unable To Match,0,No,,
346079,Discount Cab,Meter Off,14,No,10,Yes
346078,RideShare,Meter Off,14,No,0,Yes
346077,Discount Cab,Meter Off,12,No,0,Yes
346076,Discount Cab,Meter Off,17,No,0,Yes
346075,RideShare,Meter Off,21,No,0,Yes
346074,RideShare,Unable To Auth,0,No,,
346073,Discount Cab,Meter Off,10,No,0,Yes
346072,Discount Cab,Meter Off,5,No,20,No
346071,Discount Cab,Meter Off,6,No,20,Yes
346070,SUV,Meter Off,0,No,86,Yes
346069,Discount Cab,Meter Off,17,No,0,Yes
346068,Discount Cab,Meter Off,4,No,10,Yes
346067,Discount Cab,Meter Off,27,No,0,Yes
346066,Discount Cab,Cancelled,0,No,,
346065,SUV,Meter Off,0,No,30,Yes
346064,Van,Unable To Match,0,No,,
346063,Discount Cab,Cancelled,0,No,,
346062,Discount Cab,Cancelled,0,No,,
346061,RideShare,Cancelled,0,No,,
346060,RideShare,Cancelled,0,No,,
346059,Discount Cab,Meter Off,10,No,0,Yes
346058,RideShare,Cancelled,0,No,,
346057,Discount Cab,Unable To Match,0,No,,
346056,RideShare,Meter Off,11,No,0,Yes
346055,Discount Cab,Meter Off,10,No,0,Yes
346054,Discount Cab,Cancelled,10,No,,
346053,Discount Cab,Cancelled,0,Yes,,
346052,Discount Cab,Meter Off,3,No,10,Yes
346051,RideShare,Meter Off,0,No,10,Yes
346050,Discount Cab,Unable To Match,0,No,,
346049,SUV,Meter Off,0,No,20,Yes
346048,RideShare,Unable To Auth,0,No,,
346047,Discount Cab,Meter Off,13,No,0,Yes
346046,Discount Cab,Unable To Match,0,No,,
346045,Discount Cab,Cancelled,10,No,,
346044,Discount Cab,Unable To Match,0,No,,
346043,Discount Cab,Meter Off,8,No,10,No
346042,Discount Cab,Meter Off,12,No,0,Yes
346041,Discount Cab,Cancelled,0,No,,
346040,Discount Cab,Cancelled,0,Yes,,
346039,Discount Cab,Meter Off,25,No,0,Yes
346038,RideShare,Meter Off,10,No,0,Yes
346037,Cab,Cancelled,0,No,,
346036,RideShare,Meter Off,12,No,0,Yes
346035,Discount Cab,Meter Off,31,No,0,Yes
346034,RideShare,Meter Off,0,No,8,No
346033,Discount Cab,Cancelled,0,No,,
346032,RideShare,Unable To Match,0,No,,
346031,RideShare,Cancelled,0,No,,
346030,RideShare,Unable To Match,0,No,,
346029,RideShare,Meter Off,0,No,10,Yes
346028,Discount Cab,Unable To Match,0,No,,
346027,Discount Cab,Unable To Match,0,No,,
346026,Discount Cab,Meter Off,22,No,0,Yes
346025,Cab,Meter Off,10,No,0,Yes
346024,Discount Cab,Cancelled,0,No,,
346023,Discount Cab,Meter Off,19,No,0,Yes
346022,Discount Cab,Meter Off,0,Yes,0,Yes
346021,Discount Cab,Meter Off,17,No,10,No
346020,Discount Cab,Unable To Match,0,No,,
346019,Discount Cab,Meter Off,12,No,0,Yes
346018,Discount Cab,Unable To Match,0,No,,
346017,RideShare,Meter Off,0,No,16,Yes
346016,Discount Cab,Meter Off,113,Yes,0,Yes
346015,Discount Cab,Cancelled,10,No,,
346014,RideShare,Meter Off,0,No,10,Yes
346013,Discount Cab,Cancelled,0,No,,
346012,Discount Cab,Meter Off,22,No,0,Yes
346011,RideShare,Cancelled,0,No,,
346010,Black,Meter Off,0,No,12,Yes
346009,RideShare,Unable To Match,0,No,,
346008,Discount Cab,Meter Off,16,No,0,Yes
346007,Discount Cab,Meter Off,57,No,0,Yes
346006,Discount Cab,Meter Off,22,No,0,Yes
346005,Discount Cab,Meter Off,9,No,0,Yes
346004,Discount Cab,Unable To Match,0,No,,
346003,Discount Cab,Cancelled,0,No,,
346002,RideShare,Meter Off,0,No,14,Yes
346001,RideShare,Meter Off,3,No,10,Yes
346000,RideShare,Unable To Match,0,No,,
345999,Discount Cab,Meter Off,9,No,0,Yes
345998,Discount Cab,Unable To Auth,0,No,,
345997,RideShare,Meter Off,0,No,6,Yes
345996,Discount Cab,Unable To Match,0,No,,
345995,RideShare,Meter Off,6,No,0,Yes
345994,Discount Cab,Unable To Auth,0,No,,
345993,Accessible Van,Meter Off,36,No,10,No
345992,Black,Meter Off,0,No,10,Yes
345991,Black,Cancelled,0,No,,
345990,Discount Cab,Meter Off,11,No,0,Yes
345989,Cab,Meter Off,0,No,17,Yes
345988,RideShare,Unable To Match,0,No,,
345987,Discount Cab,Meter Off,34,No,0,Yes
345986,Discount Cab,Cancelled,0,No,,
345985,Discount Cab,Meter Off,17,No,10,Yes
345984,RideShare,Cancelled,10,No,,
345983,Discount Cab,Meter Off,10,No,0,Yes
345982,RideShare,Cancelled,0,No,,
345981,Discount Cab,Meter Off,0,No,10,Yes
345980,RideShare,Meter Off,15,No,0,Yes
345979,Discount Cab,Meter Off,30,No,0,Yes
345978,Discount Cab,Unable To Match,0,No,,
345977,RideShare,Meter Off,13,No,0,Yes
345976,Discount Cab,Meter Off,7,No,10,Yes
345975,RideShare,Meter Off,8,No,0,Yes
345974,Discount Cab,Unable To Match,0,No,,
345973,Discount Cab,Cancelled,0,No,,
345972,Discount Cab,Unable To Match,0,No,,
345971,Discount Cab,Meter Off,6,No,10,Yes
345970,Discount Cab,Meter Off,26,No,0,Yes
345969,Discount Cab,Meter Off,29,No,0,Yes
345968,Discount Cab,Meter Off,8,No,10,Yes
345967,RideShare,Unable To Auth,0,No,,
345966,Discount Cab,Meter Off,23,No,0,Yes
345965,Discount Cab,Unable To Auth,0,No,,
345964,Discount Cab,Meter Off,4,No,20,Yes
345963,Discount Cab,Meter Off,27,No,0,Yes
345962,Discount Cab,Meter Off,27,No,0,Yes
345961,Discount Cab,Meter Off,2,No,10,Yes
345960,RideShare,Meter Off,18,No,0,Yes
345959,Discount Cab,Unable To Match,0,No,,
345958,Discount Cab,Meter Off,16,No,5,Yes
345957,Discount Cab,Meter Off,16,No,0,Yes
345956,Black,Meter Off,0,No,11,Yes
345955,Discount Cab,Meter Off,25,Yes,0,Yes
345954,Discount Cab,Cancelled,0,No,,
345953,Discount Cab,Unable To Match,0,No,,
345952,Discount Cab,Meter Off,17,No,10,Yes
345951,Discount Cab,Unable To Match,0,No,,
345950,RideShare,Unable To Match,0,No,,
345949,Discount Cab,Meter Off,30,No,10,Yes
345948,Discount Cab,Meter Off,5,No,10,Yes
345947,Discount Cab,Meter Off,6,Yes,8,No
345946,Discount Cab,Meter Off,17,No,10,Yes
345945,RideShare,Meter Off,40,No,10,No
345944,Discount Cab,Meter Off,69,No,0,Yes
345943,Discount Cab,Meter Off,7,No,10,No
345942,Discount Cab,Unable To Auth,0,No,,
345941,SUV,Meter Off,0,Yes,83,Yes
345940,Discount Cab,Meter Off,19,No,10,Yes
345939,Discount Cab,Meter Off,4,No,10,No
345938,Discount Cab,Meter Off,69,No,0,Yes
345937,Discount Cab,Meter Off,31,No,0,Yes
345936,Discount Cab,Cancelled,0,No,,
345935,RideShare,Meter Off,12,No,0,Yes
345934,Discount Cab,Meter Off,22,No,0,Yes
345933,Discount Cab,Meter Off,5,No,20,No
345932,Discount Cab,Meter Off,24,No,0,Yes
345931,Discount Cab,Unable To Auth,0,No,,
345930,Discount Cab,Cancelled,0,No,,
345929,Discount Cab,Unable To Auth,0,No,,
345928,Discount Cab,Meter Off,9,No,0,Yes
345927,Discount Cab,Cancelled,0,No,,
345926,RideShare,Meter Off,8,No,0,Yes
345925,RideShare,Unable To Auth,0,No,,
345924,Discount Cab,Meter Off,33,No,0,Yes
345923,Discount Cab,Meter Off,89,No,0,Yes
345922,Discount Cab,Meter Off,11,No,0,Yes
345921,RideShare,Cancelled,10,No,,
345920,RideShare,Meter Off,9,No,0,Yes
345919,Discount Cab,Meter Off,21,No,0,Yes
345918,Discount Cab,Meter Off,0,No,10,Yes
345917,Discount Cab,Meter Off,0,Yes,0,Yes
345916,Discount Cab,Meter Off,9,No,0,Yes
345915,Discount Cab,Cancelled,0,Yes,,
345914,Discount Cab,Cancelled,10,No,,
345913,Discount Cab,Meter Off,50,Yes,10,No
345912,Discount Cab,Cancelled,10,No,,
345911,Discount Cab,Meter Off,12,No,10,No
345910,Discount Cab,Cancelled,0,No,,
345909,Discount Cab,Meter Off,11,No,0,Yes
345908,Discount Cab,Meter Off,46,No,0,Yes
345907,Discount Cab,Unable To Auth,0,No,,
345906,Discount Cab,Meter Off,24,No,20,No
345905,Discount Cab,Cancelled,0,No,,
345904,Discount Cab,Meter Off,11,No,0,Yes
345903,Discount Cab,Unable To Match,0,No,,
345902,Discount Cab,Meter Off,84,No,10,No
345901,Discount Cab,Meter Off,12,No,4,Yes
345900,Discount Cab,Meter Off,19,No,0,Yes
345899,Discount Cab,Unable To Auth,0,No,,
345898,Black,Meter Off,0,No,60,Yes
345897,Accessible Van,Unable To Match,0,No,,
345896,Discount Cab,Meter Off,30,No,0,Yes
345895,RideShare,Unable To Auth,0,No,,
345894,Discount Cab,Meter Off,11,No,0,Yes
345892,Discount Cab,Meter Off,13,No,10,Yes
345891,Discount Cab,Meter Off,26,No,20,Yes
345890,Discount Cab,Meter Off,16,No,0,Yes
345889,Discount Cab,Meter Off,9,No,0,Yes
345888,Discount Cab,Unable To Match,0,No,,
345887,Discount Cab,Unable To Match,0,No,,
345886,Discount Cab,Meter Off,5,No,10,No
345885,RideShare,Meter Off,7,No,0,Yes
345884,Discount Cab,Meter Off,20,No,0,Yes
345883,Discount Cab,Meter Off,5,No,10,Yes
345882,Discount Cab,Cancelled,0,No,,
345881,Discount Cab,Meter Off,10,No,0,Yes
345880,Discount Cab,Meter Off,12,No,0,Yes
345879,Accessible Van,Unable To Match,0,No,,
345878,Discount Cab,Meter Off,0,No,10,Yes
345877,Accessible Van,Unable To Match,0,No,,
345876,Discount Cab,Cancelled,0,No,,
345875,Discount Cab,Meter Off,16,No,10,Yes
345874,Discount Cab,Meter Off,11,No,0,Yes
345873,RideShare,Unable To Match,0,No,,
345872,RideShare,Meter Off,0,No,11,No
345871,Discount Cab,Meter Off,53,No,0,Yes
345870,Discount Cab,Cancelled,0,No,,
345869,Discount Cab,Meter Off,6,No,20,Yes
345868,Black,Meter Off,0,No,27,Yes
345867,Discount Cab,Meter Off,11,No,0,Yes
345866,RideShare,Meter Off,11,No,5,Yes
345865,Discount Cab,Meter Off,13,No,10,Yes
345864,Discount Cab,Meter Off,16,No,0,Yes
345863,Discount Cab,Unable To Match,0,No,,
345862,Discount Cab,Meter Off,11,No,0,Yes
345861,RideShare,Meter Off,6,No,10,Yes
345860,RideShare,Meter Off,6,No,0,Yes
345859,Discount Cab,Meter Off,14,No,0,Yes
345858,Discount Cab,Meter Off,15,No,0,Yes
345857,Discount Cab,Meter Off,18,No,0,Yes
345856,Discount Cab,Meter Off,9,No,0,Yes
345855,Discount Cab,Unable To Match,0,No,,
345854,Discount Cab,Unable To Match,0,No,,
345853,RideShare,Meter Off,0,No,10,Yes
345852,RideShare,Unable To Match,0,No,,
345851,Discount Cab,Meter Off,15,No,0,Yes
345850,Discount Cab,Meter Off,12,No,0,Yes
345849,Discount Cab,Cancelled,0,No,,
345848,Discount Cab,Meter Off,14,No,0,Yes
345847,Discount Cab,Meter Off,28,No,0,Yes
345846,RideShare,Meter Off,11,No,0,Yes
345845,Discount Cab,Meter Off,15,No,0,Yes
345844,Discount Cab,Unable To Match,0,No,,
345843,Discount Cab,Cancelled,0,No,,
345842,Discount Cab,Unable To Match,0,No,,
345841,Discount Cab,Meter Off,0,No,9,No
345840,Discount Cab,Meter Off,26,Yes,0,Yes
345839,Discount Cab,Unable To Match,0,No,,
345838,Discount Cab,Unable To Match,0,No,,
345837,Discount Cab,Cancelled,0,No,,
345836,Discount Cab,Meter Off,23,No,10,Yes
345835,RideShare,Unable To Auth,0,No,,
345834,Discount Cab,Meter Off,26,No,0,Yes
345833,Discount Cab,Meter Off,24,No,0,Yes
345832,RideShare,Meter Off,2,No,10,Yes
345831,Discount Cab,Meter Off,14,No,0,Yes
345830,RideShare,Meter Off,10,No,0,Yes
345829,Accessible Van,Unable To Match,0,No,,
345828,RideShare,Meter Off,8,No,0,Yes
345827,Discount Cab,Meter Off,15,No,0,Yes
345826,RideShare,Cancelled,0,No,,
345825,Discount Cab,Meter Off,22,No,0,Yes
345824,RideShare,Meter Off,9,No,0,Yes
345823,Discount Cab,Meter Off,12,No,0,Yes
345822,Discount Cab,Cancelled,0,No,,
345821,Discount Cab,Meter Off,14,No,0,Yes
345820,Discount Cab,Meter Off,0,Yes,0,Yes
345819,RideShare,Cancelled,0,No,,
345818,RideShare,Cancelled,0,No,,
345817,Discount Cab,Unable To Match,0,No,,
345816,RideShare,Cancelled,0,No,,
345815,RideShare,Meter Off,5,No,10,Yes
345814,Discount Cab,Cancelled,0,No,,
345813,Discount Cab,Cancelled,0,No,,
345812,RideShare,Cancelled,0,No,,
345811,Discount Cab,Meter Off,13,No,0,Yes
345810,Discount Cab,Meter Off,19,No,0,Yes
345809,Discount Cab,Meter Off,12,No,4,Yes
345808,RideShare,Cancelled,0,No,,
345807,RideShare,Cancelled,0,No,,
345806,Black,Meter Off,0,No,25,Yes
345805,RideShare,Cancelled,0,No,,
345804,Discount Cab,Unable To Match,0,No,,
345803,Discount Cab,Meter Off,16,No,0,Yes
345802,RideShare,Unable To Auth,0,No,,
345801,Black,Cancelled,0,No,,
345800,Cab,Cancelled,0,No,,
345799,Discount Cab,Unable To Match,0,No,,
345798,RideShare,Cancelled,0,No,,
345797,Discount Cab,Meter Off,8,No,0,Yes
345796,Discount Cab,Unable To Match,0,No,,
345795,Discount Cab,Meter Off,24,No,0,Yes
345794,Discount Cab,Unable To Match,0,No,,
345793,Discount Cab,Meter Off,29,No,0,Yes
345792,Discount Cab,Unable To Match,0,No,,
345791,Discount Cab,Meter Off,12,No,10,Yes
345790,Discount Cab,Meter Off,0,No,17,Yes
345789,Discount Cab,Unable To Match,0,No,,
345788,Discount Cab,Meter Off,23,No,0,Yes
345787,Discount Cab,Cancelled,0,No,,
345786,Discount Cab,Cancelled,10,No,,
345785,Discount Cab,Meter Off,6,No,2,Yes
345784,Discount Cab,Meter Off,15,No,0,Yes
345783,Discount Cab,Meter Off,18,No,0,Yes
345782,Cab,Meter Off,0,No,26,Yes
345781,Black,Cancelled,0,No,,
345780,RideShare,Meter Off,0,Yes,0,Yes
345779,RideShare,Meter Off,0,No,8,Yes
345778,RideShare,Cancelled,0,No,,
345777,Discount Cab,Cancelled,0,No,,
345776,Discount Cab,Unable To Auth,0,No,,
345775,RideShare,Cancelled,0,No,,
345774,Accessible Van,Unable To Match,0,No,,
345773,Discount Cab,Unable To Auth,0,No,,
345772,Accessible Van,Cancelled,10,No,,
345771,Discount Cab,Meter Off,28,No,10,Yes
345770,Discount Cab,Meter Off,34,No,0,Yes
345769,Discount Cab,Meter Off,19,No,0,Yes
345768,Discount Cab,Meter Off,18,No,0,Yes
345767,Discount Cab,Meter Off,19,Yes,0,Yes
345766,RideShare,Unable To Match,0,No,,
345765,Black,Meter Off,0,No,21,Yes
345764,Cab,Cancelled,0,No,,
345763,RideShare,Unable To Match,0,No,,
345762,Discount Cab,Meter Off,12,No,0,Yes
345761,Discount Cab,Cancelled,0,No,,
345760,RideShare,Unable To Auth,0,No,,
345759,Discount Cab,Cancelled,0,No,,
345758,Discount Cab,Unable To Auth,0,No,,
345757,RideShare,Meter Off,5,No,10,Yes
345756,Discount Cab,Meter Off,29,No,0,Yes
345755,Discount Cab,Meter Off,18,No,10,Yes
345754,Discount Cab,Meter Off,9,No,0,Yes
345753,Discount Cab,Meter Off,9,No,0,Yes
345752,Discount Cab,Meter Off,11,No,0,Yes
345751,Discount Cab,Meter Off,14,No,0,Yes
345750,RideShare,Meter Off,6,No,0,Yes
345749,Discount Cab,Unable To Match,0,No,,
345748,Black,Meter Off,0,No,10,Yes
345747,RideShare,Meter Off,21,No,10,Yes
345746,Discount Cab,Meter Off,7,No,10,Yes
345745,Discount Cab,Cancelled,0,No,,
345744,Discount Cab,Meter Off,28,No,0,Yes
345743,Discount Cab,Meter Off,21,No,0,Yes
345742,Discount Cab,Meter Off,18,No,0,Yes
345741,Discount Cab,Meter Off,0,No,20,Yes
345740,RideShare,Unable To Auth,0,No,,
345739,Black,Meter Off,0,No,26,Yes
345738,RideShare,Cancelled,0,No,,
345737,Discount Cab,Meter Off,32,No,0,Yes
345736,RideShare,Unable To Match,0,No,,
345735,Discount Cab,Meter Off,27,No,0,Yes
345734,RideShare,Unable To Match,0,No,,
345733,Discount Cab,Meter Off,9,No,0,Yes
345732,Discount Cab,Meter Off,13,No,10,Yes
345731,Discount Cab,Meter Off,7,No,10,Yes
345730,Discount Cab,Meter Off,13,No,0,Yes
345729,RideShare,Meter Off,6,No,0,Yes
345728,RideShare,Meter Off,13,No,0,Yes
345727,Discount Cab,Meter Off,12,No,10,Yes
345726,Discount Cab,Meter Off,10,No,0,Yes
345725,Discount Cab,Meter Off,19,No,0,Yes
345724,Discount Cab,Cancelled,10,No,,
345723,RideShare,Meter Off,8,No,0,Yes
345722,Black,Meter Off,0,No,13,Yes
345721,SUV,Meter Off,0,No,72,Yes
345720,Discount Cab,Meter Off,13,No,0,Yes
345719,Discount Cab,Meter Off,20,No,0,Yes
345718,RideShare,Meter Off,3,No,10,Yes
345717,Discount Cab,Meter Off,17,No,0,Yes
345716,Discount Cab,Cancelled,0,Yes,,
345715,Discount Cab,Meter Off,1,No,20,Yes
345714,RideShare,Meter Off,20,No,10,Yes
345713,Discount Cab,Meter Off,30,No,0,Yes
345712,Discount Cab,Meter Off,20,No,0,Yes
345711,Discount Cab,Meter Off,28,No,0,Yes
345710,Discount Cab,Meter Off,47,No,0,Yes
345709,Discount Cab,Meter Off,0,Yes,0,Yes
345708,RideShare,Meter Off,8,No,0,Yes
345707,Discount Cab,Unable To Match,0,No,,
345706,Discount Cab,Meter Off,9,No,0,Yes
345705,Discount Cab,Meter Off,26,No,0,Yes
345704,Discount Cab,Meter Off,12,No,0,Yes
345703,Black,Meter Off,0,No,78,Yes
345702,Cab,Unable To Match,0,No,,
345701,RideShare,Unable To Auth,0,No,,
345700,Discount Cab,Unable To Auth,0,No,,
345699,Discount Cab,Unable To Auth,0,No,,
345698,Discount Cab,Cancelled,0,No,,
345697,Discount Cab,Unable To Match,0,No,,
345696,Discount Cab,Meter Off,9,No,0,Yes
345695,Discount Cab,Meter Off,44,Yes,0,Yes
345694,Discount Cab,Meter Off,9,No,0,Yes
345693,RideShare,Meter Off,0,No,8,Yes
345692,Discount Cab,Meter Off,17,No,0,Yes
345691,RideShare,Cancelled,10,No,,
345690,RideShare,Unable To Match,0,No,,
345689,Discount Cab,Unable To Match,0,No,,
345688,Discount Cab,Unable To Match,0,No,,
345687,Discount Cab,Cancelled,10,No,,
345686,Black,Meter Off,0,No,26,Yes
345685,Discount Cab,Unable To Match,0,No,,
345684,Discount Cab,Unable To Match,0,No,,
345683,Discount Cab,Meter Off,4,No,10,Yes
345682,Discount Cab,Unable To Match,0,No,,
345681,Discount Cab,Unable To Match,0,No,,
345680,RideShare,Meter Off,12,No,0,Yes
345679,Discount Cab,Meter Off,13,No,0,Yes
345678,Discount Cab,Meter Off,0,No,16,Yes
345677,RideShare,Cancelled,0,No,,
345676,RideShare,Meter Off,11,No,5,Yes
345675,Discount Cab,Meter Off,41,No,0,Yes
345674,Discount Cab,Meter Off,15,No,10,Yes
345673,Discount Cab,Meter Off,9,No,0,Yes
345672,Discount Cab,Meter Off,11,No,10,Yes
345671,RideShare,Meter Off,0,No,9,Yes
345669,RideShare,Meter Off,7,No,0,Yes
345668,RideShare,Meter Off,12,Yes,0,Yes
345667,RideShare,Unable To Match,0,No,,
345666,RideShare,Meter Off,6,No,10,Yes
345665,Discount Cab,Meter Off,72,No,0,Yes
345664,Black,Meter Off,0,No,13,Yes
345663,Discount Cab,Meter Off,15,No,0,Yes
345662,Discount Cab,Meter Off,9,No,0,Yes
345661,Discount Cab,Meter Off,14,No,0,Yes
345660,Discount Cab,Meter Off,20,No,0,Yes
345659,Discount Cab,Cancelled,0,No,,
345658,Accessible Van,Unable To Match,0,No,,
345657,RideShare,Meter Off,6,No,0,Yes
345656,Accessible Van,Unable To Match,0,No,,
345655,Discount Cab,Meter Off,26,No,0,Yes
345654,Discount Cab,Meter Off,20,No,0,Yes
345653,Discount Cab,Cancelled,0,No,,
345652,Discount Cab,Unable To Match,0,No,,
345651,Discount Cab,Meter Off,36,No,0,Yes
345650,Discount Cab,Meter Off,41,No,20,Yes
345649,Discount Cab,Meter Off,12,No,0,Yes
345648,RideShare,Meter Off,24,No,0,Yes
345647,Discount Cab,Unable To Auth,0,No,,
345646,Discount Cab,Meter Off,28,No,9,Yes
345645,Discount Cab,Unable To Match,0,No,,
345644,RideShare,Unable To Match,0,No,,
345643,Discount Cab,Meter Off,24,No,0,Yes
345642,RideShare,Cancelled,0,No,,
345641,Discount Cab,Meter Off,29,No,10,No
345640,Discount Cab,Meter Off,16,Yes,0,Yes
345639,Discount Cab,Meter Off,0,Yes,0,Yes
345638,Discount Cab,Unable To Auth,0,No,,
345637,Discount Cab,Meter Off,35,No,0,Yes
345636,RideShare,Meter Off,0,No,10,Yes
345635,Discount Cab,Meter Off,1,No,10,Yes
345634,Black,Meter Off,0,No,11,Yes
345633,Cab,Meter Off,0,No,51,Yes
345632,Discount Cab,Unable To Match,0,No,,
345631,Discount Cab,Meter Off,15,No,0,Yes
345630,Discount Cab,Unable To Auth,0,No,,
345629,Discount Cab,Meter Off,14,No,0,Yes
345628,RideShare,Meter Off,33,No,0,Yes
345627,RideShare,Meter Off,0,No,9,No
345626,Black,Cancelled,0,Yes,,
345625,RideShare,Meter Off,37,No,0,Yes
345624,Black,Unable To Auth,0,No,,
345623,Discount Cab,Meter Off,24,No,0,Yes
345622,Discount Cab,Unable To Auth,0,No,,
345621,RideShare,Meter Off,0,Yes,0,Yes
345620,Discount Cab,Meter Off,14,No,0,Yes
345619,Discount Cab,Meter Off,18,No,0,Yes
345618,RideShare,Meter Off,8,No,0,Yes
345617,RideShare,Cancelled,0,No,,
345616,Discount Cab,Meter Off,13,No,10,Yes
345615,RideShare,Meter Off,7,No,0,Yes
345614,Discount Cab,Meter Off,21,No,0,Yes
345613,Discount Cab,Meter Off,16,No,0,Yes
345612,Discount Cab,Unable To Match,0,No,,
345611,Discount Cab,Meter Off,10,Yes,0,Yes
345610,Discount Cab,Cancelled,0,No,,
345609,Discount Cab,Meter Off,57,No,0,Yes
345608,Discount Cab,Meter Off,37,No,0,Yes
345607,RideShare,Meter Off,22,No,0,Yes
345606,Discount Cab,Meter Off,20,No,0,Yes
345605,Discount Cab,Meter Off,10,No,10,Yes
345604,Discount Cab,Cancelled,0,No,,
345603,Discount Cab,Meter Off,12,No,0,Yes
345602,RideShare,Unable To Auth,0,No,,
345601,Discount Cab,Unable To Auth,0,No,,
345600,Discount Cab,Meter Off,14,No,0,Yes
345599,Discount Cab,Cancelled,0,No,,
345598,RideShare,Meter Off,6,No,0,Yes
345597,Discount Cab,Meter Off,27,No,10,Yes
345596,Discount Cab,Meter Off,29,No,0,Yes
345595,Discount Cab,Meter Off,16,No,0,Yes
345594,Discount Cab,Meter Off,39,No,0,Yes
345592,Discount Cab,Unable To Match,0,No,,
345591,Discount Cab,Meter Off,22,No,10,No
345590,Discount Cab,Meter Off,18,No,0,Yes
345589,Discount Cab,Unable To Auth,0,No,,
345588,Discount Cab,Unable To Auth,0,No,,
345587,Discount Cab,Meter Off,18,No,0,Yes
345586,RideShare,Meter Off,5,No,10,Yes
345585,Discount Cab,Meter Off,14,No,0,Yes
345584,Discount Cab,Unable To Auth,0,No,,
345583,Discount Cab,Cancelled,0,No,,
345582,Discount Cab,Meter Off,44,No,10,No
345581,Discount Cab,Meter Off,11,No,20,No
345580,Discount Cab,Unable To Auth,0,No,,
345579,Discount Cab,Unable To Match,0,No,,
345578,Discount Cab,Meter Off,21,No,0,Yes
345577,RideShare,Unable To Auth,0,No,,
345576,Discount Cab,Unable To Match,0,No,,
345575,Discount Cab,Cancelled,10,No,,
345574,Discount Cab,Unable To Auth,0,No,,
345573,Discount Cab,Meter Off,11,No,0,Yes
345572,Discount Cab,Unable To Auth,0,No,,
345571,Discount Cab,Unable To Auth,0,No,,
345570,Discount Cab,Meter Off,5,No,10,No
345569,Discount Cab,Meter Off,9,No,10,Yes
345568,RideShare,Meter Off,8,Yes,10,No
345567,RideShare,Meter Off,0,No,6,Yes
345566,Discount Cab,Unable To Auth,0,No,,
345565,Discount Cab,Meter Off,19,Yes,0,Yes
345564,RideShare,Meter Off,0,Yes,0,Yes
345562,Discount Cab,Meter Off,22,No,0,Yes
345560,RideShare,Meter Off,9,No,0,Yes
345559,Discount Cab,Unable To Auth,0,No,,
345558,Discount Cab,Meter Off,43,No,10,Yes
